source,target,type,weight
57,114,undirected,2
57,217,undirected,2
57,223,undirected,2
57,43,undirected,2
57,224,undirected,2
57,225,undirected,2
57,180,undirected,2
57,208,undirected,2
57,7,undirected,2
58,9,undirected,9
58,55,undirected,1
58,56,undirected,1
58,57,undirected,1
58,59,undirected,1
58,60,undirected,1
58,61,undirected,1
58,62,undirected,1
58,63,undirected,1
58,289,undirected,1
58,290,undirected,1
58,49,undirected,1
58,369,undirected,1
58,370,undirected,1
58,371,undirected,1
58,372,undirected,1
58,373,undirected,2
58,374,undirected,1
58,67,undirected,1
58,413,undirected,1
58,414,undirected,1
58,45,undirected,1
58,113,undirected,1
58,415,undirected,1
58,416,undirected,1
58,209,undirected,1
58,469,undirected,1
58,11,undirected,1
58,7,undirected,1
58,218,undirected,1
58,470,undirected,1
58,471,undirected,1
59,9,undirected,6
59,55,undirected,1
59,56,undirected,1
59,57,undirected,1
59,58,undirected,1
59,60,undirected,1
59,61,undirected,1
59,62,undirected,1
59,63,undirected,1
59,132,undirected,1
59,113,undirected,2
59,133,undirected,1
59,134,undirected,1
59,5,undirected,1
59,135,undirected,1
59,43,undirected,1
59,136,undirected,1
59,137,undirected,1
59,138,undirected,1
59,7,undirected,1
59,139,undirected,1
59,45,undirected,1
59,142,undirected,1
60,9,undirected,3
60,55,undirected,1
60,56,undirected,1
60,57,undirected,3
60,58,undirected,1
60,59,undirected,1
60,61,undirected,1
60,62,undirected,1
60,63,undirected,1
60,114,undirected,1
60,217,undirected,1
60,223,undirected,1
60,43,undirected,1
60,224,undirected,1
60,225,undirected,1
60,180,undirected,1
60,208,undirected,1
60,7,undirected,1
61,9,undirected,3
61,55,undirected,1
61,56,undirected,1
61,57,undirected,1
61,58,undirected,1
61,59,undirected,1
61,60,undirected,1
61,62,undirected,1
61,63,undirected,1
61,404,undirected,1
61,11,undirected,1
61,124,undirected,1
62,9,undirected,2
62,55,undirected,1
62,56,undirected,1
62,57,undirected,1
62,58,undirected,1
62,59,undirected,1
62,60,undirected,1
62,61,undirected,1
62,63,undirected,1
63,9,undirected,3
63,55,undirected,1
63,56,undirected,1
63,57,undirected,1
63,58,undirected,1
63,59,undirected,1
63,60,undirected,1
63,61,undirected,1
63,62,undirected,1
63,443,undirected,1
64,9,undirected,4
64,37,undirected,1
64,49,undirected,1
64,5,undirected,1
64,65,undirected,1
64,6,undirected,1
64,7,undirected,1
64,8,undirected,1
64,32,undirected,1
65,9,undirected,4
65,37,undirected,1
65,64,undirected,1
65,49,undirected,1
65,5,undirected,2
65,6,undirected,1
65,7,undirected,1
65,8,undirected,1
65,66,undirected,1
65,67,undirected,1
65,68,undirected,1
65,69,undirected,1
65,16,undirected,1
66,9,undirected,14
66,67,undirected,2
66,68,undirected,2
66,5,undirected,1
66,65,undirected,1
66,69,undirected,1
66,16,undirected,1
66,70,undirected,1
66,71,undirected,1
66,72,undirected,1
66,37,undirected,1
66,45,undirected,1
66,113,undirected,1
66,96,undirected,1
66,114,undirected,2
66,91,undirected,2
66,115,undirected,1
66,116,undirected,1
66,209,undirected,1
66,278,undirected,1
66,279,undirected,1
66,280,undirected,1
66,281,undirected,1
66,183,undirected,1
66,282,undirected,1
66,315,undirected,1
66,88,undirected,2
66,316,undirected,1
66,4,undirected,1
66,144,undirected,1
66,317,undirected,1
66,215,undirected,1
66,318,undirected,1
66,319,undirected,1
66,324,undirected,1
66,92,undirected,1
66,325,undirected,1
66,268,undirected,1
66,326,undirected,1
66,7,undirected,2
66,43,undirected,1
66,327,undirected,1
66,169,undirected,1
66,225,undirected,1
66,180,undirected,1
66,328,undirected,1
66,329,undirected,1
66,301,undirected,1
66,330,undirected,1
66,355,undirected,1
66,358,undirected,1
66,359,undirected,1
66,360,undirected,1
66,184,undirected,1
67,9,undirected,9
67,66,undirected,2
67,68,undirected,1
67,5,undirected,1
67,65,undirected,1
67,69,undirected,1
67,16,undirected,1
67,324,undirected,1
67,92,undirected,1
67,325,undirected,1
67,114,undirected,1
67,268,undirected,1
67,326,undirected,1
67,7,undirected,3
67,43,undirected,4
67,327,undirected,1
67,169,undirected,1
67,225,undirected,1
67,180,undirected,1
67,328,undirected,1
67,329,undirected,1
67,301,undirected,1
67,330,undirected,1
67,375,undirected,1
67,296,undirected,2
67,376,undirected,1
67,377,undirected,1
67,183,undirected,1
67,378,undirected,1
67,413,undirected,1
67,414,undirected,1
67,45,undirected,1
67,113,undirected,1
67,58,undirected,1
67,415,undirected,1
67,373,undirected,1
67,416,undirected,1
67,432,undirected,1
67,433,undirected,1
67,24,undirected,1
67,317,undirected,1
67,445,undirected,1
67,446,undirected,1
67,447,undirected,1
67,448,undirected,1
67,199,undirected,1
67,449,undirected,1
67,450,undirected,1
68,9,undirected,4
68,66,undirected,2
68,67,undirected,1
68,5,undirected,1
68,65,undirected,1
68,69,undirected,1
68,16,undirected,1
68,355,undirected,1
68,88,undirected,1
68,358,undirected,1
68,359,undirected,1
68,360,undirected,1
68,184,undirected,1
69,9,undirected,2
69,66,undirected,1
69,67,undirected,1
69,68,undirected,1
69,5,undirected,1
69,65,undirected,1
69,16,undirected,1
70,9,undirected,3
70,66,undirected,1
70,71,undirected,1
70,72,undirected,1
70,441,undirected,1
71,9,undirected,4
71,66,undirected,1
71,70,undirected,1
71,72,undirected,1
71,198,undirected,1
71,124,undirected,1
71,199,undirected,1
71,200,undirected,1
71,201,undirected,1
71,192,undirected,1
72,9,undirected,2
72,66,undirected,1
72,70,undirected,1
72,71,undirected,1
73,9,undirected,8
73,74,undirected,1
73,75,undirected,1
73,76,undirected,1
73,77,undirected,1
73,140,undirected,1
73,0,undirected,2
73,141,undirected,1
73,142,undirected,1
73,202,undirected,1
73,203,undirected,1
73,204,undirected,1
73,205,undirected,1
73,7,undirected,2
73,81,undirected,1
73,206,undirected,1
73,303,undirected,1
73,304,undirected,1
73,305,undirected,1
73,306,undirected,1
73,455,undirected,1
73,301,undirected,1
74,9,undirected,1
74,73,undirected,1
74,75,undirected,1
74,76,undirected,1
74,77,undirected,1
75,9,undirected,2
75,73,undirected,1
75,74,undirected,1
75,76,undirected,1
75,77,undirected,1
75,442,undirected,1
75,7,undirected,1
76,9,undirected,2
76,73,undirected,1
76,74,undirected,1
76,75,undirected,1
76,77,undirected,1
76,478,undirected,1
76,183,undirected,1
76,49,undirected,1
77,9,undirected,2
77,73,undirected,1
77,74,undirected,1
77,75,undirected,1
77,76,undirected,1
77,199,undirected,1
77,350,undirected,1
77,351,undirected,1
78,9,undirected,2
78,79,undirected,1
78,80,undirected,1
78,7,undirected,1
78,81,undirected,1
78,82,undirected,1
78,83,undirected,1
79,9,undirected,2
79,78,undirected,1
79,80,undirected,1
79,7,undirected,1
79,81,undirected,1
79,82,undirected,1
79,83,undirected,1
80,9,undirected,6
80,78,undirected,1
80,79,undirected,1
80,7,undirected,2
80,81,undirected,1
80,82,undirected,1
80,83,undirected,1
80,88,undirected,1
80,418,undirected,1
80,183,undirected,1
80,419,undirected,1
80,384,undirected,1
80,224,undirected,1
81,9,undirected,6
81,78,undirected,1
81,79,undirected,1
81,80,undirected,1
81,7,undirected,2
81,82,undirected,1
81,83,undirected,1
81,49,undirected,2
81,191,undirected,1
81,192,undirected,1
81,183,undirected,2
81,193,undirected,1
81,0,undirected,2
81,202,undirected,1
81,203,undirected,1
81,204,undirected,1
81,205,undirected,1
81,206,undirected,1
81,73,undirected,1
81,26,undirected,1
81,295,undirected,1
82,9,undirected,2
82,78,undirected,1
82,79,undirected,1
82,80,undirected,1
82,7,undirected,1
82,81,undirected,1
82,83,undirected,1
83,9,undirected,2
83,78,undirected,1
83,79,undirected,1
83,80,undirected,1
83,7,undirected,1
83,81,undirected,1
83,82,undirected,1
84,9,undirected,3
84,37,undirected,1
84,85,undirected,1
84,417,undirected,1
84,49,undirected,1
85,9,undirected,2
85,37,undirected,1
85,84,undirected,1
86,9,undirected,3
86,87,undirected,1
86,88,undirected,1
86,89,undirected,1
86,5,undirected,1
86,90,undirected,1
86,328,undirected,1
86,199,undirected,1
86,425,undirected,1
86,43,undirected,1
86,426,undirected,1
86,427,undirected,1
86,428,undirected,1
86,429,undirected,1
87,9,undirected,2
87,86,undirected,1
87,88,undirected,1
87,89,undirected,1
87,5,undirected,1
87,90,undirected,1
88,9,undirected,10
88,86,undirected,1
88,87,undirected,1
88,89,undirected,1
88,5,undirected,1
88,90,undirected,1
88,105,undirected,1
88,66,undirected,2
88,315,undirected,1
88,316,undirected,1
88,4,undirected,1
88,144,undirected,1
88,317,undirected,1
88,215,undirected,1
88,318,undirected,1
88,319,undirected,1
88,355,undirected,1
88,68,undirected,1
88,358,undirected,1
88,359,undirected,1
88,360,undirected,1
88,184,undirected,1
88,418,undirected,1
88,80,undirected,1
88,183,undirected,1
88,419,undirected,1
89,9,undirected,2
89,86,undirected,1
89,87,undirected,1
89,88,undirected,1
89,5,undirected,1
89,90,undirected,1
90,9,undirected,3
90,86,undirected,1
90,87,undirected,1
90,88,undirected,1
90,89,undirected,1
90,5,undirected,1
90,7,undirected,1
90,444,undirected,1
91,9,undirected,17
91,7,undirected,3
91,92,undirected,1
91,37,undirected,1
91,45,undirected,1
91,113,undirected,1
91,96,undirected,1
91,66,undirected,2
91,114,undirected,1
91,115,undirected,2
91,116,undirected,2
91,117,undirected,1
91,118,undirected,1
91,119,undirected,1
91,120,undirected,1
91,121,undirected,1
91,122,undirected,1
91,123,undirected,1
91,124,undirected,1
91,214,undirected,1
91,215,undirected,1
91,216,undirected,1
91,217,undirected,1
91,157,undirected,1
91,218,undirected,1
91,219,undirected,1
91,253,undirected,1
91,199,undirected,1
91,254,undirected,1
91,255,undirected,1
91,209,undirected,1
91,278,undirected,1
91,279,undirected,1
91,280,undirected,1
91,281,undirected,1
91,183,undirected,1
91,282,undirected,1
91,283,undirected,1
91,284,undirected,1
91,425,undirected,1
91,467,undirected,1
91,229,undirected,1
91,468,undirected,1
92,9,undirected,3
92,91,undirected,1
92,7,undirected,3
92,324,undirected,1
92,66,undirected,1
92,325,undirected,1
92,67,undirected,1
92,114,undirected,1
92,268,undirected,1
92,326,undirected,1
92,43,undirected,1
92,327,undirected,1
92,169,undirected,1
92,225,undirected,1
92,180,undirected,1
92,328,undirected,1
92,329,undirected,1
92,301,undirected,1
92,330,undirected,1
93,9,undirected,1
93,94,undirected,1
93,95,undirected,1
93,96,undirected,1
93,97,undirected,1
94,9,undirected,1
94,93,undirected,1
94,95,undirected,1
94,96,undirected,1
94,97,undirected,1
95,9,undirected,1
95,93,undirected,1
95,94,undirected,1
95,96,undirected,1
95,97,undirected,1
96,9,undirected,8
96,93,undirected,1
96,94,undirected,1
96,95,undirected,1
96,97,undirected,1
96,98,undirected,1
96,99,undirected,1
96,37,undirected,1
96,45,undirected,1
96,113,undirected,1
96,66,undirected,1
96,114,undirected,1
96,91,undirected,1
96,115,undirected,1
96,116,undirected,1
96,337,undirected,1
96,242,undirected,1
96,338,undirected,1
96,339,undirected,1
96,340,undirected,1
96,16,undirected,1
96,341,undirected,1
96,437,undirected,1
96,438,undirected,1
97,9,undirected,1
97,93,undirected,1
97,94,undirected,1
97,95,undirected,1
97,96,undirected,1
98,9,undirected,2
98,96,undirected,1
98,99,undirected,1
99,9,undirected,2
99,98,undirected,1
99,96,undirected,1
100,9,undirected,2
100,101,undirected,1
100,102,undirected,1
100,103,undirected,1
100,104,undirected,1
101,9,undirected,2
101,100,undirected,1
101,102,undirected,1
101,103,undirected,1
101,104,undirected,1
102,9,undirected,4
102,100,undirected,1
102,101,undirected,1
102,103,undirected,1
102,104,undirected,1
102,463,undirected,1
102,180,undirected,1
103,9,undirected,2
103,100,undirected,1
103,101,undirected,1
103,102,undirected,1
103,104,undirected,1
104,9,undirected,2
104,100,undirected,1
104,101,undirected,1
104,102,undirected,1
104,103,undirected,1
105,9,undirected,2
105,88,undirected,1
106,9,undirected,5
106,107,undirected,1
106,108,undirected,1
106,7,undirected,2
106,109,undirected,1
106,331,undirected,1
106,332,undirected,1
106,333,undirected,1
106,334,undirected,1
106,301,undirected,1
106,439,undirected,1
106,440,undirected,1
107,9,undirected,2
107,106,undirected,1
107,108,undirected,1
107,7,undirected,1
107,109,undirected,1
108,9,undirected,2
108,106,undirected,1
108,107,undirected,1
108,7,undirected,1
108,109,undirected,1
109,9,undirected,2
109,106,undirected,1
109,107,undirected,1
109,108,undirected,1
109,7,undirected,1
110,9,undirected,5
110,7,undirected,1
110,111,undirected,1
110,146,undirected,1
110,481,undirected,1
110,482,undirected,1
110,483,undirected,1
111,9,undirected,3
111,110,undirected,1
111,7,undirected,1
112,9,undirected,2
113,9,undirected,11
113,37,undirected,1
113,45,undirected,4
113,96,undirected,1
113,66,undirected,1
113,114,undirected,1
113,91,undirected,1
113,115,undirected,1
113,116,undirected,1
113,132,undirected,2
113,133,undirected,2
113,134,undirected,2
113,5,undirected,2
113,135,undirected,2
113,43,undirected,2
113,136,undirected,2
113,137,undirected,2
113,138,undirected,2
113,59,undirected,2
113,7,undirected,2
113,139,undirected,2
113,174,undirected,1
113,164,undirected,1
113,165,undirected,1
113,388,undirected,1
113,389,undirected,1
113,67,undirected,1
113,413,undirected,1
113,414,undirected,1
113,58,undirected,1
113,415,undirected,1
113,373,undirected,1
113,416,undirected,1
114,9,undirected,5
114,37,undirected,1
114,45,undirected,1
114,113,undirected,1
114,96,undirected,1
114,66,undirected,2
114,91,undirected,1
114,115,undirected,1
114,116,undirected,1
114,57,undirected,2
114,217,undirected,1
114,223,undirected,1
114,43,undirected,2
114,224,undirected,1
114,225,undirected,2
114,180,undirected,2
114,208,undirected,1
114,7,undirected,3
114,60,undirected,1
114,324,undirected,1
114,92,undirected,1
114,325,undirected,1
114,67,undirected,1
114,268,undirected,1
114,326,undirected,1
114,327,undirected,1
114,169,undirected,1
114,328,undirected,1
114,329,undirected,1
114,301,undirected,1
114,330,undirected,1
115,9,undirected,4
115,37,undirected,1
115,45,undirected,1
115,113,undirected,1
115,96,undirected,1
115,66,undirected,1
115,114,undirected,1
115,91,undirected,2
115,116,undirected,2
115,117,undirected,1
115,118,undirected,1
115,119,undirected,1
115,120,undirected,1
115,121,undirected,1
115,122,undirected,1
115,123,undirected,1
115,124,undirected,1
116,9,undirected,4
116,37,undirected,1
116,45,undirected,1
116,113,undirected,1
116,96,undirected,1
116,66,undirected,1
116,114,undirected,1
116,91,undirected,2
116,115,undirected,2
116,117,undirected,1
116,118,undirected,1
116,119,undirected,1
116,120,undirected,1
116,121,undirected,1
116,122,undirected,1
116,123,undirected,1
116,124,undirected,1
117,9,undirected,2
117,118,undirected,1
117,116,undirected,1
117,119,undirected,1
117,115,undirected,1
117,120,undirected,1
117,91,undirected,1
117,121,undirected,1
117,122,undirected,1
117,123,undirected,1
117,124,undirected,1
118,9,undirected,2
118,117,undirected,1
118,116,undirected,1
118,119,undirected,1
118,115,undirected,1
118,120,undirected,1
118,91,undirected,1
118,121,undirected,1
118,122,undirected,1
118,123,undirected,1
118,124,undirected,1
119,9,undirected,5
119,117,undirected,1
119,118,undirected,1
119,116,undirected,1
119,115,undirected,1
119,120,undirected,1
119,91,undirected,1
119,121,undirected,1
119,122,undirected,1
119,123,undirected,1
119,124,undirected,1
119,159,undirected,1
119,160,undirected,1
119,161,undirected,1
119,162,undirected,1
119,163,undirected,1
119,49,undirected,1
119,166,undirected,1
119,167,undirected,1
119,133,undirected,1
119,32,undirected,1
120,9,undirected,2
120,117,undirected,1
120,118,undirected,1
120,116,undirected,1
120,119,undirected,1
120,115,undirected,1
120,91,undirected,1
120,121,undirected,1
120,122,undirected,1
120,123,undirected,1
120,124,undirected,1
121,9,undirected,2
121,117,undirected,1
121,118,undirected,1
121,116,undirected,1
121,119,undirected,1
121,115,undirected,1
121,120,undirected,1
121,91,undirected,1
121,122,undirected,1
121,123,undirected,1
121,124,undirected,1
122,9,undirected,2
122,117,undirected,1
122,118,undirected,1
122,116,undirected,1
122,119,undirected,1
122,115,undirected,1
122,120,undirected,1
122,91,undirected,1
122,121,undirected,1
122,123,undirected,1
122,124,undirected,1
123,9,undirected,2
123,117,undirected,1
123,118,undirected,1
123,116,undirected,1
123,119,undirected,1
123,115,undirected,1
123,120,undirected,1
123,91,undirected,1
123,121,undirected,1
123,122,undirected,1
123,124,undirected,1
124,9,undirected,13
124,117,undirected,1
124,118,undirected,1
124,116,undirected,1
124,119,undirected,1
124,115,undirected,1
124,120,undirected,1
124,91,undirected,1
124,121,undirected,1
124,122,undirected,1
124,123,undirected,1
124,182,undirected,1
124,183,undirected,3
124,184,undirected,1
124,185,undirected,1
124,153,undirected,1
124,186,undirected,1
124,198,undirected,1
124,71,undirected,1
124,199,undirected,1
124,200,undirected,1
124,201,undirected,1
124,192,undirected,1
124,209,undirected,1
124,210,undirected,1
124,211,undirected,1
124,212,undirected,1
124,213,undirected,1
124,262,undirected,1
124,263,undirected,1
124,249,undirected,1
124,399,undirected,1
124,400,undirected,1
124,404,undirected,1
124,11,undirected,1
124,61,undirected,1
124,466,undirected,1
124,5,undirected,1
125,9,undirected,2
125,126,undirected,1
125,127,undirected,1
125,128,undirected,1
125,129,undirected,1
126,9,undirected,2
126,125,undirected,1
126,127,undirected,1
126,128,undirected,1
126,129,undirected,1
127,9,undirected,3
127,125,undirected,1
127,126,undirected,1
127,128,undirected,1
127,129,undirected,1
127,143,undirected,1
127,144,undirected,1
127,145,undirected,1
128,9,undirected,2
128,125,undirected,1
128,126,undirected,1
128,127,undirected,1
128,129,undirected,1
129,9,undirected,3
129,125,undirected,1
129,126,undirected,1
129,127,undirected,1
129,128,undirected,1
129,335,undirected,1
129,229,undirected,1
129,336,undirected,1
130,9,undirected,2
130,131,undirected,1
131,9,undirected,3
131,130,undirected,1
131,226,undirected,1
131,227,undirected,1
131,7,undirected,1
131,228,undirected,1
131,229,undirected,1
132,9,undirected,2
132,113,undirected,2
132,133,undirected,1
132,134,undirected,1
132,5,undirected,1
132,135,undirected,1
132,43,undirected,1
132,136,undirected,1
132,137,undirected,1
132,138,undirected,1
132,59,undirected,1
132,7,undirected,1
132,139,undirected,1
132,45,undirected,1
133,9,undirected,3
133,132,undirected,1
133,113,undirected,2
133,134,undirected,1
133,5,undirected,1
133,135,undirected,1
133,43,undirected,1
133,136,undirected,1
133,137,undirected,1
133,138,undirected,1
133,59,undirected,1
133,7,undirected,1
133,139,undirected,1
133,45,undirected,1
133,166,undirected,1
133,167,undirected,1
133,119,undirected,1
133,32,undirected,1
134,9,undirected,2
134,132,undirected,1
134,113,undirected,2
134,133,undirected,1
134,5,undirected,1
134,135,undirected,1
134,43,undirected,1
134,136,undirected,1
134,137,undirected,1
134,138,undirected,1
134,59,undirected,1
134,7,undirected,1
134,139,undirected,1
134,45,undirected,1
135,9,undirected,4
135,132,undirected,1
135,113,undirected,2
135,133,undirected,1
135,134,undirected,1
135,5,undirected,1
135,43,undirected,1
135,136,undirected,1
135,137,undirected,1
135,138,undirected,1
135,59,undirected,1
135,7,undirected,2
135,139,undirected,1
135,45,undirected,1
135,243,undirected,1
135,244,undirected,1
135,183,undirected,1
135,245,undirected,1
135,246,undirected,1
135,247,undirected,1
135,248,undirected,1
135,249,undirected,1
136,9,undirected,2
136,132,undirected,1
136,113,undirected,2
136,133,undirected,1
136,134,undirected,1
136,5,undirected,1
136,135,undirected,1
136,43,undirected,1
136,137,undirected,1
136,138,undirected,1
136,59,undirected,1
136,7,undirected,1
136,139,undirected,1
136,45,undirected,1
137,9,undirected,2
137,132,undirected,1
137,113,undirected,2
137,133,undirected,1
137,134,undirected,1
137,5,undirected,1
137,135,undirected,1
137,43,undirected,1
137,136,undirected,1
137,138,undirected,1
137,59,undirected,1
137,7,undirected,1
137,139,undirected,1
137,45,undirected,1
138,9,undirected,2
138,132,undirected,1
138,113,undirected,2
138,133,undirected,1
138,134,undirected,1
138,5,undirected,1
138,135,undirected,1
138,43,undirected,1
138,136,undirected,1
138,137,undirected,1
138,59,undirected,1
138,7,undirected,1
138,139,undirected,1
138,45,undirected,1
139,9,undirected,2
139,132,undirected,1
139,113,undirected,2
139,133,undirected,1
139,134,undirected,1
139,5,undirected,1
139,135,undirected,1
139,43,undirected,1
139,136,undirected,1
139,137,undirected,1
139,138,undirected,1
139,59,undirected,1
139,7,undirected,1
139,45,undirected,1
140,9,undirected,2
140,0,undirected,1
140,141,undirected,1
140,73,undirected,1
140,142,undirected,1
141,9,undirected,2
141,140,undirected,1
141,0,undirected,1
141,73,undirected,1
141,142,undirected,1
142,9,undirected,5
142,140,undirected,1
142,0,undirected,1
142,141,undirected,1
142,73,undirected,1
142,59,undirected,1
142,472,undirected,1
142,473,undirected,1
142,474,undirected,1
142,6,undirected,1
142,475,undirected,1
143,9,undirected,1
143,127,undirected,1
143,144,undirected,1
143,145,undirected,1
144,9,undirected,5
144,127,undirected,1
144,143,undirected,1
144,145,undirected,1
144,32,undirected,1
144,297,undirected,1
144,298,undirected,1
144,299,undirected,1
144,183,undirected,1
144,300,undirected,1
144,66,undirected,1
144,315,undirected,1
144,88,undirected,1
144,316,undirected,1
144,4,undirected,1
144,317,undirected,1
144,215,undirected,1
144,318,undirected,1
144,319,undirected,1
144,292,undirected,1
144,410,undirected,1
144,411,undirected,1
144,405,undirected,1
144,7,undirected,1
144,412,undirected,1
145,9,undirected,1
145,127,undirected,1
145,143,undirected,1
145,144,undirected,1
146,9,undirected,4
146,7,undirected,1
146,147,undirected,1
146,148,undirected,1
146,149,undirected,1
146,150,undirected,1
146,110,undirected,1
146,481,undirected,1
146,482,undirected,1
146,483,undirected,1
147,9,undirected,2
147,146,undirected,1
147,7,undirected,1
147,148,undirected,1
147,149,undirected,1
147,150,undirected,1
148,9,undirected,3
148,146,undirected,1
148,7,undirected,1
148,147,undirected,1
148,149,undirected,1
148,150,undirected,1
148,3,undirected,1
148,430,undirected,1
148,431,undirected,1
149,9,undirected,2
149,146,undirected,1
149,7,undirected,1
149,147,undirected,1
149,148,undirected,1
149,150,undirected,1
150,9,undirected,2
150,146,undirected,1
150,7,undirected,1
150,147,undirected,1
150,148,undirected,1
150,149,undirected,1
151,9,undirected,1
151,152,undirected,1
151,153,undirected,1
151,154,undirected,1
151,7,undirected,1
151,155,undirected,1
151,32,undirected,1
151,156,undirected,1
151,157,undirected,1
151,158,undirected,1
152,9,undirected,1
152,151,undirected,1
152,153,undirected,1
152,154,undirected,1
152,7,undirected,1
152,155,undirected,1
152,32,undirected,1
152,156,undirected,1
152,157,undirected,1
152,158,undirected,1
153,9,undirected,3
153,151,undirected,1
153,152,undirected,1
153,154,undirected,1
153,7,undirected,2
153,155,undirected,1
153,32,undirected,1
153,156,undirected,1
153,157,undirected,1
153,158,undirected,1
153,182,undirected,1
153,183,undirected,1
153,184,undirected,1
153,124,undirected,1
153,185,undirected,1
153,186,undirected,1
153,454,undirected,1
154,9,undirected,1
154,151,undirected,1
154,152,undirected,1
154,153,undirected,1
154,7,undirected,1
154,155,undirected,1
154,32,undirected,1
154,156,undirected,1
154,157,undirected,1
154,158,undirected,1
155,9,undirected,1
155,151,undirected,1
155,152,undirected,1
155,153,undirected,1
155,154,undirected,1
155,7,undirected,1
155,32,undirected,1
155,156,undirected,1
155,157,undirected,1
155,158,undirected,1
156,9,undirected,1
156,151,undirected,1
156,152,undirected,1
156,153,undirected,1
156,154,undirected,1
156,7,undirected,1
156,155,undirected,1
156,32,undirected,1
156,157,undirected,1
156,158,undirected,1
157,9,undirected,2
157,151,undirected,1
157,152,undirected,1
157,153,undirected,1
157,154,undirected,1
157,7,undirected,2
157,155,undirected,1
157,32,undirected,1
157,156,undirected,1
157,158,undirected,1
157,214,undirected,1
157,215,undirected,1
157,216,undirected,1
157,217,undirected,1
157,91,undirected,1
157,218,undirected,1
157,219,undirected,1
158,9,undirected,2
158,151,undirected,1
158,152,undirected,1
158,153,undirected,1
158,154,undirected,1
158,7,undirected,1
158,155,undirected,1
158,32,undirected,1
158,156,undirected,1
158,157,undirected,1
158,172,undirected,1
158,173,undirected,1
159,9,undirected,2
159,160,undirected,1
159,161,undirected,1
159,162,undirected,1
159,119,undirected,1
159,163,undirected,1
159,49,undirected,1
160,9,undirected,2
160,159,undirected,1
160,161,undirected,1
160,162,undirected,1
160,119,undirected,1
160,163,undirected,1
160,49,undirected,1
161,9,undirected,2
161,159,undirected,1
161,160,undirected,1
161,162,undirected,1
161,119,undirected,1
161,163,undirected,1
161,49,undirected,1
162,9,undirected,2
162,159,undirected,1
162,160,undirected,1
162,161,undirected,1
162,119,undirected,1
162,163,undirected,1
162,49,undirected,1
163,9,undirected,2
163,159,undirected,1
163,160,undirected,1
163,161,undirected,1
163,162,undirected,1
163,119,undirected,1
163,49,undirected,1
164,9,undirected,3
164,165,undirected,2
164,174,undirected,1
164,113,undirected,1
165,9,undirected,3
165,164,undirected,2
165,174,undirected,1
165,113,undirected,1
166,9,undirected,1
166,167,undirected,1
166,119,undirected,1
166,133,undirected,1
166,32,undirected,1
167,9,undirected,1
167,166,undirected,1
167,119,undirected,1
167,133,undirected,1
167,32,undirected,1
168,9,undirected,2
168,169,undirected,1
168,170,undirected,1
168,45,undirected,1
168,171,undirected,1
169,9,undirected,8
169,168,undirected,1
169,170,undirected,1
169,45,undirected,1
169,171,undirected,1
169,240,undirected,1
169,288,undirected,1
169,324,undirected,1
169,92,undirected,1
169,66,undirected,1
169,325,undirected,1
169,67,undirected,1
169,114,undirected,1
169,268,undirected,1
169,326,undirected,1
169,7,undirected,2
169,43,undirected,1
169,327,undirected,1
169,225,undirected,1
169,180,undirected,1
169,328,undirected,1
169,329,undirected,1
169,301,undirected,1
169,330,undirected,1
170,9,undirected,2
170,168,undirected,1
170,169,undirected,1
170,45,undirected,1
170,171,undirected,1
171,9,undirected,2
171,168,undirected,1
171,169,undirected,1
171,170,undirected,1
171,45,undirected,1
172,9,undirected,1
172,173,undirected,1
172,158,undirected,1
173,9,undirected,1
173,172,undirected,1
173,158,undirected,1
174,9,undirected,2
174,113,undirected,1
174,164,undirected,1
174,165,undirected,1
175,9,undirected,2
175,43,undirected,1
175,176,undirected,1
176,9,undirected,2
176,175,undirected,1
176,43,undirected,1
177,9,undirected,2
177,178,undirected,1
178,9,undirected,2
178,177,undirected,1
179,9,undirected,2
179,180,undirected,1
179,181,undirected,1
180,9,undirected,10
180,179,undirected,1
180,181,undirected,1
180,114,undirected,2
180,57,undirected,2
180,217,undirected,1
180,223,undirected,1
180,43,undirected,2
180,224,undirected,1
180,225,undirected,2
180,208,undirected,1
180,7,undirected,3
180,60,undirected,1
180,324,undirected,1
180,92,undirected,1
180,66,undirected,1
180,325,undirected,1
180,67,undirected,1
180,268,undirected,1
180,326,undirected,1
180,327,undirected,1
180,169,undirected,1
180,328,undirected,1
180,329,undirected,1
180,301,undirected,1
180,330,undirected,1
180,215,undirected,1
180,363,undirected,1
180,364,undirected,2
180,365,undirected,1
180,366,undirected,1
180,367,undirected,1
180,368,undirected,1
180,463,undirected,1
180,102,undirected,1
180,479,undirected,1
180,480,undirected,1
181,9,undirected,2
181,179,undirected,1
181,180,undirected,1
182,183,undirected,1
182,184,undirected,1
182,124,undirected,1
182,185,undirected,1
182,153,undirected,1
182,186,undirected,1
182,9,undirected,1
183,182,undirected,1
183,184,undirected,1
183,124,undirected,3
183,185,undirected,1
183,153,undirected,1
183,186,undirected,1
183,9,undirected,33
183,187,undirected,1
183,188,undirected,1
183,32,undirected,2
183,49,undirected,5
183,191,undirected,1
183,192,undirected,1
183,81,undirected,2
183,193,undirected,1
183,0,undirected,1
183,194,undirected,1
183,195,undirected,1
183,43,undirected,2
183,196,undirected,1
183,197,undirected,1
183,209,undirected,2
183,210,undirected,1
183,211,undirected,1
183,212,undirected,1
183,213,undirected,1
183,243,undirected,2
183,244,undirected,1
